Precio,Talla,Valor,Modelo,Link,Fecha_publicacion,Tienda,Marca,Descuento_%,Tiene_44.5/45,Vendedor,SKU,Imagen,Disponible,Fecha_actualizacion
59990,s/info,34990,ZAPATILLAS HOMBRE ADIDAS TREKKING OCRE ANYLANDER TERREX,https://simple.ripley.cl/zapatillas-hombre-adidas-trekking-ocre-anylander-terrex-2000406401621,2026-07-02,Ripley,ADIDAS,42,No,Ripley,2000406401621,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000406401768/full_image-2000406401768.webp,Si,2026-07-02T11:12:11
42990,s/info,24990,ZAPATILLAS HOMBRE ADIDAS RUNNING NEGRO DURAMO RC2,https://simple.ripley.cl/zapatillas-hombre-adidas-running-negro-duramo-rc2-2000409128396,2026-07-02,Ripley,ADIDAS,42,No,Ripley,2000409128396,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000409128433/full_image-2000409128433,Si,2026-07-02T11:12:11
42990,s/info,24990,ZAPATILLAS HOMBRE UNDER ARMOUR RUNNING NEGRO PHADE RN 3,https://simple.ripley.cl/zapatillas-hombre-under-armour-running-negro-phade-rn-3-2000404545464,2026-07-02,Ripley,UNDER ARMOUR,42,No,Ripley,2000404545464,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000404545471/full_image-2000404545471,Si,2026-07-02T11:12:11
59990,s/info,34990,ZAPATILLAS HOMBRE ADIDAS OUTDOOR NEGRO TERREX ANYLADER HIKING,https://simple.ripley.cl/zapatillas-hombre-adidas-outdoor-negro-terrex-anylader-hiking-2000401821950,2026-07-02,Ripley,ADIDAS,42,No,Ripley,2000401821950,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000401822032/full_image-2000401822032.webp,Si,2026-07-02T11:12:11
102990,s/info,59990,ZAPATILLAS HOMBRE NIKE NEGRO M AIR MAX ALPHA TRAINER 6,https://simple.ripley.cl/zapatillas-hombre-nike-negro-m-air-max-alpha-trainer-6-2000402352194,2026-07-02,Ripley,NIKE,42,No,Ripley,2000402352194,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000402352262/full_image-2000402352262,Si,2026-07-02T11:12:11
59990,s/info,34990,ZAPATILLAS HOMBRE ADIDAS ENTRENAMIENTO OLIVA DROPSET BASE,https://simple.ripley.cl/zapatillas-hombre-adidas-entrenamiento-oliva-dropset-base-2000409126781,2026-07-02,Ripley,ADIDAS,42,No,Ripley,2000409126781,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000409126880/full_image-2000409126880,Si,2026-07-02T11:12:11
59990,s/info,34990,ZAPATILLAS HOMBRE PUMA BASQUETBOL NEGRO COURT PRO 2 SL,https://simple.ripley.cl/zapatillas-hombre-puma-basquetbol-negro-court-pro-2-sl-2000411489799,2026-07-02,Ripley,PUMA,42,No,Ripley,2000411489799,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000411489812/full_image-2000411489812,Si,2026-07-02T11:12:11
64990,s/info,37990,ZAPATILLAS HOMBRE ADIDAS URBANO NEGRO BREAK START MID WINTERIZED,https://simple.ripley.cl/zapatillas-hombre-adidas-urbano-negro-break-start-mid-winterized-2000406666648,2026-07-02,Ripley,ADIDAS,42,No,Ripley,2000406666648,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000406666716/full_image-2000406666716,Si,2026-07-02T11:12:11
64990,s/info,37990,ZAPATILLAS HOMBRE ADIDAS URBANO NEGRO TURNAROUND,https://simple.ripley.cl/zapatillas-hombre-adidas-urbano-negro-turnaround-2000409058211,2026-07-02,Ripley,ADIDAS,42,No,Ripley,2000409058211,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000409058228/full_image-2000409058228,Si,2026-07-02T11:12:11
102990,s/info,59990,ZAPATILLAS HOMBRE NIKE ENTRENAMIENTO AIR MAX ALPHA TRAINER 6,https://simple.ripley.cl/zapatillas-hombre-nike-entrenamiento-air-max-alpha-trainer-6-2000409568246,2026-07-02,Ripley,NIKE,42,No,Ripley,2000409568246,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000409568284/full_image-2000409568284,Si,2026-07-02T11:12:11
64990,s/info,37990,ZAPATILLAS HOMBRE ADIDAS URBANO CAFÉ TURNAROUND,https://simple.ripley.cl/zapatillas-hombre-adidas-urbano-cafe-turnaround-2000409058839,2026-07-02,Ripley,ADIDAS,42,No,Ripley,2000409058839,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000409058914/full_image-2000409058914,Si,2026-07-02T11:12:11
56990,s/info,32990,ZAPATILLAS HOMBRE UNDER ARMOUR RUNNING NEGRO CHARGED SURGE 4,https://simple.ripley.cl/zapatillas-hombre-under-armour-running-negro-charged-surge-4-2000399312027,2026-07-02,Ripley,UNDER ARMOUR,42,No,Ripley,2000399312027,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000399312119/full_image-2000399312119,Si,2026-07-02T11:12:11
59990,s/info,34990,ZAPATILLAS HOMBRE ADIDAS URBANO GRIS RUN 60S 4.0,https://simple.ripley.cl/zapatillas-hombre-adidas-urbano-gris-run-60s-40-2000409122103,2026-07-02,Ripley,ADIDAS,42,No,Ripley,2000409122103,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000409122141/full_image-2000409122141,Si,2026-07-02T11:12:11
64990,s/info,37990,ZAPATILLAS HOMBRE ADIDAS URBANO NEGRO BREAK STAR,https://simple.ripley.cl/zapatillas-hombre-adidas-urbano-negro-break-star-2000406666310,2026-07-02,Ripley,ADIDAS,42,No,Ripley,2000406666310,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000406666334/full_image-2000406666334,Si,2026-07-02T11:12:11
62990,s/info,36990,ZAPATILLAS HOMBRE NIKE RUNNING NEGRO REVOLUTION 8,https://simple.ripley.cl/zapatillas-hombre-nike-running-negro-revolution-8-2000405817089,2026-07-02,Ripley,NIKE,41,No,Ripley,2000405817089,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000405817164/full_image-2000405817164,Si,2026-07-02T11:12:11
62990,s/info,36990,ZAPATILLAS HOMBRE NIKE RUNNING NEGRO REVOLUTION 8,https://simple.ripley.cl/zapatillas-hombre-nike-running-negro-revolution-8-2000405816969,2026-07-02,Ripley,NIKE,41,No,Ripley,2000405816969,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000405816976/full_image-2000405816976,Si,2026-07-02T11:12:11
84990,s/info,49990,ZAPATILLAS HOMBRE ADIDAS TREKKING OCRE TERREX ANYLANDER MID R.RDY,https://simple.ripley.cl/zapatillas-hombre-adidas-trekking-ocre-terrex-anylander-mid-rrdy-2000406401867,2026-07-02,Ripley,ADIDAS,41,No,Ripley,2000406401867,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000406401997/full_image-2000406401997,Si,2026-07-02T11:12:11
84990,s/info,49990,ZAPATILLAS HOMBRE ADIDAS TERREX TREKKING GRIS ANYLANDER MID RAIN.DRY,https://simple.ripley.cl/zapatillas-hombre-adidas-terrex-trekking-gris-anylander-mid-raindry-2000409124985,2026-07-02,Ripley,ADIDAS,41,No,Ripley,2000409124985,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000409125005/full_image-2000409125005,Si,2026-07-02T11:12:11
62990,s/info,36990,ZAPATILLAS HOMBRE NIKE RUNNING REVOLUTION 8,https://simple.ripley.cl/zapatillas-hombre-nike-running-revolution-8-2000409569069,2026-07-02,Ripley,NIKE,41,No,Ripley,2000409569069,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000409569090/full_image-2000409569090,Si,2026-07-02T11:12:11
92990,s/info,54990,ZAPATILLAS HOMBRE NIKE TRAINING NEGRO REAX 8 TR MESH,https://simple.ripley.cl/zapatillas-hombre-nike-training-negro-reax-8-tr-mesh-2000405816006,2026-07-02,Ripley,NIKE,41,No,Ripley,2000405816006,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000405816068/full_image-2000405816068,Si,2026-07-02T11:12:11
59990,s/info,35990,Scend Pro 2 Zapatilla Running Hombre Negro,https://www.falabella.com/falabella-cl/product/80710251/scend-pro-2-zapatilla-running-hombre-negro-puma,2026-07-02,Falabella,PUMA,40,No,FALABELLA,80710251,https://media.falabella.com/falabellaCL/80710287_1/public,Si,2026-07-02T11:12:11
59990,s/info,35990,Cure HLC Zapatilla Urbana Hombre Cuero Negro,https://www.falabella.com/falabella-cl/product/80560125/Cure-Hlc-Zapatilla-Urbana-Hombre-Cuero-Negro-Dc-Shoes,2026-07-02,Falabella,DC SHOES,40,No,FALABELLA,80560125,https://media.falabella.com/falabellaCL/80560250_1/public,Si,2026-07-02T11:12:11
56990,s/info,33990,Charged Surge 4 Zapatilla Running Hombre Azul,https://www.falabella.com/falabella-cl/product/80678571/Charged-Surge-4-Zapatilla-Running-Hombre-Azul-Under-Armour,2026-07-02,Falabella,UNDER ARMOUR,40,No,FALABELLA,80678571,https://media.falabella.com/falabellaCL/80678658_1/public,Si,2026-07-02T11:12:11
84990,s/info,50990,Air Max Nuaxis Zapatilla Urbana Hombre Negro,https://www.falabella.com/falabella-cl/product/80681070/Air-Max-Nuaxis-Zapatilla-Urbana-Hombre-Negro-Nike,2026-07-02,Falabella,NIKE,40,No,FALABELLA,80681070,https://media.falabella.com/falabellaCL/80681963_1/public,Si,2026-07-02T11:12:11
39990,s/info,23990,Bamtelo Zapatilla Urbana Hombre Blanco,https://www.falabella.com/falabella-cl/product/883643187/Bamtelo-Zapatilla-Urbana-Hombre-Blanco-Diadora,2026-07-02,Falabella,DIADORA,40,No,FALABELLA,883643187,https://media.falabella.com/falabellaCL/883643193_1/public,Si,2026-07-02T11:12:11
79990,s/info,47990,Court Base Zapatilla Urbana Hombre Azul,https://www.falabella.com/falabella-cl/product/80144978/ZAP-COURT-BASE-LACOSTE,2026-07-02,Falabella,LACOSTE,40,No,FALABELLA,80144978,https://media.falabella.com/falabellaCL/80145031_1/public,Si,2026-07-02T11:12:11
129990,s/info,77990,Terrex Skychaser AX5 Mid Zapatilla Outdoor Hombre Gorotex Gris,https://www.falabella.com/falabella-cl/product/80659362/terrex-skychaser-ax5id-gtx-zapatilla-training-y-gimnasio-hombre-gris-adidas,2026-07-02,Falabella,ADIDAS,40,No,FALABELLA,80659362,https://media.falabella.com/falabellaCL/80659892_1/public,Si,2026-07-02T11:12:11
54990,s/info,32990,Court Classico Zapatilla Urbana Hombre Blanco,https://www.falabella.com/falabella-cl/product/80674690/Court-Classico-Zapatilla-Urbana-Hombre-Blanco-Puma,2026-07-02,Falabella,PUMA,40,No,FALABELLA,80674690,https://media.falabella.com/falabellaCL/80674870_1/public,Si,2026-07-02T11:12:11
66990,"39, 40, 41, 42, 43, 44",39990,Zapatilla Hombre Running Gris,https://www.falabella.com/falabella-cl/product/146245188/Zapatilla-Hombre-Running-Gris,2026-07-02,Falabella,PJACK,40,No,Gino S.A,146245188,https://media.falabella.com/falabellaCL/146245274_01/public,Si,2026-07-02T11:12:11
84990,"39.5 CL, 40.5 CL, 43 CL, 41.5 CL, 42.5 CL, 40 CL, 41 CL, 43.5 CL, 42 CL",50990,Gc Alpha Sk8 Zapatilla Urbana Hombre Cuero,https://www.falabella.com/falabella-cl/product/80659305/Gc-Alpha-Sk8-Zapatilla-Urbana-Hombre-Cuero-Gris-Adidas,2026-07-02,Falabella,ADIDAS,40,No,FALABELLA,80659305,https://media.falabella.com/falabellaCL/80659802_1/public,Si,2026-07-02T11:12:11
89990,s/info,53990,Command 002 Zapatilla Urbana Hombre Cuero Negro,https://www.falabella.com/falabella-cl/product/80560116/Command-002-Zapatilla-Urbana-Hombre-Cuero-Negro-Dc-Shoes,2026-07-02,Falabella,DC SHOES,40,No,FALABELLA,80560116,https://media.falabella.com/falabellaCL/80560138_1/public,Si,2026-07-02T11:12:11
39990,"43 CL, 44 CL, 40 CL, 41 CL, 39 CL, 42 CL",23990,James7 Zapatilla Urbana Hombre,https://www.falabella.com/falabella-cl/product/883015986/james7-zapatilla-urbana-hombre-diadora,2026-07-02,Falabella,DIADORA,40,No,FALABELLA,883015986,https://media.falabella.com/falabellaCL/883131620_1/public,Si,2026-07-02T11:12:11
79990,s/info,47990,Grand Court Alpha Zapatilla Urbana Hombre Cuero Rojo,https://www.falabella.com/falabella-cl/product/80512516/Grand-Court-Alpha-Zapatilla-Urbana-Hombre-Cuero-Rojo-Adidas,2026-07-02,Falabella,ADIDAS,40,No,FALABELLA,80512516,https://media.falabella.com/falabellaCL/80512820_1/public,Si,2026-07-02T11:12:11
79990,s/info,47990,Carna Zapatilla Urbana Hombre Cuero Blanca,https://www.falabella.com/falabella-cl/product/80581737/Carna-Zapatilla-Urbana-Hombre-Cuero-Blanca-Lacoste,2026-07-02,Falabella,LACOSTE,40,No,FALABELLA,80581737,https://media.falabella.com/falabellaCL/80581747_1/public,Si,2026-07-02T11:12:11
89990,s/info,53990,Metro Tek Zapatilla Urbana Hombre Azul,https://www.falabella.com/falabella-cl/product/80681010/Metro-Tek-Zapatilla-Urbana-Hombre-Azul-Nike,2026-07-02,Falabella,NIKE,40,No,FALABELLA,80681010,https://media.falabella.com/falabellaCL/80681443_1/public,Si,2026-07-02T11:12:11
44990,s/info,26990,Court Xl Zapatilla Urbana Hombre Negro,https://www.falabella.com/falabella-cl/product/883131623/court-xl-zapatilla-urbana-hombre-negro-diadora,2026-07-02,Falabella,DIADORA,40,No,FALABELLA,883131623,https://media.falabella.com/falabellaCL/883131628_1/public,Si,2026-07-02T11:12:11
69990,s/info,41990,Ua Charged Rogue 4 Zapatilla Running Hombre Verde,https://www.falabella.com/falabella-cl/product/80699406/ua-charged-rogue-4-zapatilla-running-hombre-verde-under-armour,2026-07-02,Falabella,UNDER ARMOUR,40,No,FALABELLA,80699406,https://media.falabella.com/falabellaCL/80699439_1/public,Si,2026-07-02T11:12:11
39990,s/info,23990,Bamtelo Zapatilla Urbana Hombre Azul,https://www.falabella.com/falabella-cl/product/883643215/Bamtelo-Zapatilla-Urbana-Hombre-Azul-Diadora,2026-07-02,Falabella,DIADORA,40,No,FALABELLA,883643215,https://media.falabella.com/falabellaCL/883643216_1/public,Si,2026-07-02T11:12:11
44990,s/info,26990,Court Xl Zapatilla Urbana Hombre Verde,https://www.falabella.com/falabella-cl/product/883312398/Court-Xl-Zapatilla-Urbana-Hombre-Verde-Diadora,2026-07-02,Falabella,DIADORA,40,No,FALABELLA,883312398,https://media.falabella.com/falabellaCL/883312404_1/public,Si,2026-07-02T11:12:11
102990,s/info,61990,Full Force Lo Zapatilla Urbana Hombre Cuero Negro,https://www.falabella.com/falabella-cl/product/80007606/Full-Force-Lo-Zapatilla-Urbana-Hombre-Cuero-Negro-Nike,2026-07-02,Falabella,NIKE,40,No,FALABELLA,80007606,https://media.falabella.com/falabellaCL/80007668_1/public,Si,2026-07-02T11:12:11
59990,s/info,35990,Run 60S 4.0 Zapatilla Urbana Hombre Cuero Azul,https://www.falabella.com/falabella-cl/product/80659317/run-60s-4-0-zapatilla-urbana-hombre-cuero-azul-adidas,2026-07-02,Falabella,ADIDAS,40,No,FALABELLA,80659317,https://media.falabella.com/falabellaCL/80659517_1/public,Si,2026-07-02T11:12:11
44990,s/info,26990,Court Zapatilla Urbana Hombre Gris,https://www.falabella.com/falabella-cl/product/883549045/Court-Zapatilla-Urbana-Hombre-Gris-Diadora,2026-07-02,Falabella,DIADORA,40,No,FALABELLA,883549045,https://media.falabella.com/falabellaCL/883643511_1/public,Si,2026-07-02T11:12:11
39990,s/info,23990,Bamtelo Zapatilla Urbana Hombre Negro,https://www.falabella.com/falabella-cl/product/883643229/Bamtelo-Zapatilla-Urbana-Hombre-Negro-Diadora,2026-07-02,Falabella,DIADORA,40,No,FALABELLA,883643229,https://media.falabella.com/falabellaCL/883643235_1/public,Si,2026-07-02T11:12:11
64990,s/info,38990,Predator Club Ft Fg/Mg Zapatilla Fútbol Hombre Negro,https://www.falabella.com/falabella-cl/product/80659336/predator-club-ft-fg-mg-zapatilla-futbol-hombre-negro-adidas,2026-07-02,Falabella,ADIDAS,40,No,FALABELLA,80659336,https://media.falabella.com/falabellaCL/80659677_1/public,Si,2026-07-02T11:12:11
74990,"35.5, 36, 37, 37.5, 38, 38.5, 39",44990,Zapatilla Chuck Taylor All Star Cruise Unisex Blanco,https://www.falabella.com/falabella-cl/product/148577866/zapatilla-converse-chuck-taylor-all-star-cruise-unisex-blanco,2026-07-02,Falabella,CONVERSE,40,No,Converse,148577866,https://media.falabella.com/falabellaCL/148577868_01/public,Si,2026-07-02T11:12:11
86990,s/info,51990,Pacific Zapatilla Urbana Hombre Rojo,https://www.falabella.com/falabella-cl/product/80681072/pacific-zapatilla-urbana-hombre-rojo-nike,2026-07-02,Falabella,NIKE,40,No,FALABELLA,80681072,https://media.falabella.com/falabellaCL/80681980_1/public,Si,2026-07-02T11:12:11
112990,s/info,67990,Lebron Witness Ix Zapatilla Básquetbol Hombre Amarillo,https://www.falabella.com/falabella-cl/product/80722043/lebron-witness-ix-zapatilla-basquetbol-hombre-amarillo-nike,2026-07-02,Falabella,NIKE,40,No,FALABELLA,80722043,https://media.falabella.com/falabellaCL/80722056_1/public,Si,2026-07-02T11:12:11
49990,s/info,29990,Park Lifestyle Easy Zapatilla Urbana Hombre Negro,https://www.falabella.com/falabella-cl/product/80741741/park-lifestyle-easy-zapatilla-urbana-hombre-negro-puma,2026-07-02,Falabella,PUMA,40,No,FALABELLA,80741741,https://media.falabella.com/falabellaCL/80741746_1/public,Si,2026-07-02T11:12:11
69990,s/info,41990,Gel-Dedicate 8 Clay Zapatilla Tenis Hombre Azul,https://www.falabella.com/falabella-cl/product/80536847/Gel-Dedicate-8-Clay-Zapatilla-Tenis-Hombre-Azul-Asics,2026-07-02,Falabella,ASICS,40,No,FALABELLA,80536847,https://media.falabella.com/falabellaCL/80537132_1/public,Si,2026-07-02T11:12:11
59990,s/info,35990,Court Pro 2 Sl Zapatilla Básquetbol Hombre Negro,https://www.falabella.com/falabella-cl/product/80761485/court-pro-2-sl-zapatilla-basquetbol-hombre-negro-puma,2026-07-02,Falabella,PUMA,40,No,FALABELLA,80761485,https://media.falabella.com/falabellaCL/80761517_1/public,Si,2026-07-02T11:12:11
54990,s/info,32990,Zapatilla Urbana Hombre Verde,https://www.falabella.com/falabella-cl/product/80722528/zapatilla-urbana-hombre-verde-skechers,2026-07-02,Falabella,SKECHERS,40,No,FALABELLA,80722528,https://media.falabella.com/falabellaCL/80722572_1/public,Si,2026-07-02T11:12:11
57990,s/info,34990,Zapatilla Urbana Hombre Negro,https://www.falabella.com/falabella-cl/product/80722530/zapatilla-urbana-hombre-negro-skechers,2026-07-02,Falabella,SKECHERS,40,No,FALABELLA,80722530,https://media.falabella.com/falabellaCL/80722589_1/public,Si,2026-07-02T11:12:11
69990,s/info,41990,515 Zapatilla Urbana Hombre Azul Marino,https://www.falabella.com/falabella-cl/product/80716038/515-zapatilla-urbana-hombre-azul-marino-new-balance,2026-07-02,Falabella,NEW BALANCE,40,No,FALABELLA,80716038,https://media.falabella.com/falabellaCL/80716054_1/public,Si,2026-07-02T11:12:11
69990,s/info,41990,Ua Charged Rogue 4 Zapatilla Running Hombre Azul,https://www.falabella.com/falabella-cl/product/80699407/ua-charged-rogue-4-zapatilla-running-hombre-azul-under-armour,2026-07-02,Falabella,UNDER ARMOUR,40,No,FALABELLA,80699407,https://media.falabella.com/falabellaCL/80699446_1/public,Si,2026-07-02T11:12:11
49990,s/info,29990,Astro Play Zapatilla Urbana Hombre Color Gris,https://www.falabella.com/falabella-cl/product/80557187/Puma-Astro-Play-Zapatilla-Urbana-Hombre-Gris-Puma,2026-07-02,Falabella,PUMA,40,No,FALABELLA,80557187,https://media.falabella.com/falabellaCL/80557260_1/public,Si,2026-07-02T11:12:11
59990,s/info,35990,373 Zapatilla Urbana Hombre Café,https://www.falabella.com/falabella-cl/product/80716043/373-zapatilla-urbana-hombre-cafe-new-balance,2026-07-02,Falabella,NEW BALANCE,40,No,FALABELLA,80716043,https://media.falabella.com/falabellaCL/80716100_1/public,Si,2026-07-02T11:12:11
54990,s/info,32990,Ultimashow 2.0 Zapatilla Running Hombre Blanco,https://www.falabella.com/falabella-cl/product/80762025/ultimashow-2-0-zapatilla-running-hombre-blanco-adidas,2026-07-02,Falabella,ADIDAS,40,No,FALABELLA,80762025,https://media.falabella.com/falabellaCL/80762034_1/public,Si,2026-07-02T11:12:11
99990,s/info,59990,Zapatilla Urbana Hombre Cuero Multicolor,https://www.falabella.com/falabella-cl/product/883770418/zapatilla-urbana-hombre-cuero-multicolor-calvin-klein,2026-07-02,Falabella,CALVIN KLEIN,40,No,FALABELLA,883770418,https://media.falabella.com/falabellaCL/883770424_1/public,Si,2026-07-02T11:12:11
59990,s/info,35990,376 Zapatilla Urbana Hombre Azul Marino,https://www.falabella.com/falabella-cl/product/80716120/376-zapatilla-urbana-hombre-azul-marino-new-balance,2026-07-02,Falabella,NEW BALANCE,40,No,FALABELLA,80716120,https://media.falabella.com/falabellaCL/80716148_1/public,Si,2026-07-02T11:12:11
59990,s/info,35990,Zapatilla Urbana Hombre Negro,https://www.falabella.com/falabella-cl/product/80722531/zapatilla-urbana-hombre-negro-skechers,2026-07-02,Falabella,SKECHERS,40,No,FALABELLA,80722531,https://media.falabella.com/falabellaCL/80722599_1/public,Si,2026-07-02T11:12:11
66990,s/info,39990,Zapatilla Hombre Outdoor Gris,https://www.falabella.com/falabella-cl/product/146245196/Zapatilla-Hombre-Outdoor-Gris,2026-07-02,Falabella,PJACK,40,No,Gino S.A,146245196,https://media.falabella.com/falabellaCL/146245300_01/public,Si,2026-07-02T11:12:11
59990,s/info,35990,Daily Zapatilla Urbana Hombre Negro,https://www.falabella.com/falabella-cl/product/80599992/Daily-Zapatilla-Urbana-Hombre-Negro-Fila,2026-07-02,Falabella,FILA,40,No,FALABELLA,80599992,https://media.falabella.com/falabellaCL/80601144_1/public,Si,2026-07-02T11:12:11
89990,s/info,53990,Lightblaze Zapatilla Urbana Hombre Beige,https://www.falabella.com/falabella-cl/product/80659364/Lightblaze-Zapatilla-Urbana-Hombre-Beige-Adidas,2026-07-02,Falabella,ADIDAS,40,No,FALABELLA,80659364,https://media.falabella.com/falabellaCL/80659909_1/public,Si,2026-07-02T11:12:11
59990,"39, 40, 40.5, 41, 42",35990,Zapatilla Hombre Dc Crisis 2 Sk Negro,https://www.falabella.com/falabella-cl/product/144165988/zapatilla-hombre-crisis-2-sk-negro-dc,2026-07-02,Falabella,DC SHOES,40,No,KOMAX,144165988,https://media.falabella.com/falabellaCL/147318169_01/public,Si,2026-07-02T11:12:11
84990,s/info,50990,Lowland 2.0 Zapatilla Urbana Hombre Cuero Multicolor,https://www.falabella.com/falabella-cl/product/80754627/lowland-2-0-zapatilla-urbana-hombre-cuero-multicolor-vans,2026-07-02,Falabella,VANS,40,No,FALABELLA,80754627,https://media.falabella.com/falabellaCL/80754635_1/public,Si,2026-07-02T11:12:11
64990,s/info,38990,Break Start Mid Winterized Zapatilla Urbana Hombre Café,https://www.falabella.com/falabella-cl/product/80512548/Break-Start-Mid-Winterized-Zapatilla-Urbana-Hombre-Caf%C3%A9-Adidas,2026-07-02,Falabella,ADIDAS,40,No,FALABELLA,80512548,https://media.falabella.com/falabellaCL/80513106_1/public,Si,2026-07-02T11:12:11
99990,s/info,59990,Gel Pulse 16 Zapatilla Running Hombre Plateado,https://www.falabella.com/falabella-cl/product/80751566/gel-pulse-16-zapatilla-running-hombre-plateado-asics,2026-07-02,Falabella,ASICS,40,No,FALABELLA,80751566,https://media.falabella.com/falabellaCL/80751579_1/public,Si,2026-07-02T11:12:11
44990,s/info,26990,Court Xl Zapatilla Urbana Hombre Azul,https://www.falabella.com/falabella-cl/product/883205779/Court-Xl-Zapatilla-Urbana-Hombre-Azul-Diadora,2026-07-02,Falabella,DIADORA,40,No,FALABELLA,883205779,https://media.falabella.com/falabellaCL/883643498_1/public,Si,2026-07-02T11:12:11
49990,s/info,29990,ZAPATILLAS HOMBRE ADIDAS URBANO NEGRO RUN 50S,https://simple.ripley.cl/zapatillas-hombre-adidas-urbano-negro-run-50s-2000410111714,2026-07-02,Ripley,ADIDAS,40,No,Ripley,2000410111714,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000410111790/full_image-2000410111790,Si,2026-07-02T11:12:11
69990,s/info,41990,ZAPATILLAS HOMBRE ADIDAS CASUALES VERDE VL COURT 3.0 CUERO,https://simple.ripley.cl/zapatillas-hombre-adidas-casuales-verde-vl-court-30-cuero-2000404238489,2026-07-02,Ripley,ADIDAS,40,No,Ripley,2000404238489,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000404238571/full_image-2000404238571,Si,2026-07-02T11:12:11
79990,s/info,47990,BOTINES HOMBRE LIPPI NEGRO PUELO,https://simple.ripley.cl/botines-hombre-lippi-negro-puelo-2000380224636,2026-07-02,Ripley,LIPPI,40,No,Ripley,2000380224636,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000380224643/full_image-2000380224643,Si,2026-07-02T11:12:11
49990,s/info,29990,ZAPATILLAS HOMBRE ADIDAS RUNNING VERDE GALAXY STAR 2.0,https://simple.ripley.cl/zapatillas-hombre-adidas-running-verde-galaxy-star-20-2000409128228,2026-07-02,Ripley,ADIDAS,40,No,Ripley,2000409128228,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000409128266/full_image-2000409128266,Si,2026-07-02T11:12:11
49990,s/info,29990,ZAPATILLAS HOMBRE ADIDAS RUNNING AZUL TREADMOVE,https://simple.ripley.cl/zapatillas-hombre-adidas-running-azul-treadmove-2000409128006,2026-07-02,Ripley,ADIDAS,40,No,Ripley,2000409128006,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000409128037/full_image-2000409128037,Si,2026-07-02T11:12:11
54990,s/info,32990,ZAPATILLAS HOMBRE ADIDAS RUNNING NEGRO GALAXY 7,https://simple.ripley.cl/zapatillas-hombre-adidas-running-negro-galaxy-7-2000402266705,2026-07-02,Ripley,ADIDAS,40,No,Ripley,2000402266705,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000402266804/full_image-2000402266804,Si,2026-07-02T11:12:11
64990,s/info,38990,ZAPATILLAS HOMBRE PUMA CASUALES NEGRO PARK LIFESTYLE SK8,https://simple.ripley.cl/zapatillas-hombre-puma-casuales-negro-park-lifestyle-sk8-2000408998723,2026-07-02,Ripley,PUMA,40,No,Ripley,2000408998723,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000408998754/full_image-2000408998754,Si,2026-07-02T11:12:11
54990,s/info,32990,ZAPATILLAS HOMBRE ADIDAS RUNNING NEGRO GALAXY 7,https://simple.ripley.cl/zapatillas-hombre-adidas-running-negro-galaxy-7-2000401824371,2026-07-02,Ripley,ADIDAS,40,No,Ripley,2000401824371,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000401824395/full_image-2000401824395,Si,2026-07-02T11:12:11
49990,s/info,29990,ZAPATILLAS HOMBRE PUMA URBANO BLANCO REBOUND V6 LOW,https://simple.ripley.cl/zapatillas-hombre-puma-urbano-blanco-rebound-v6-low-2000398177993,2026-07-02,Ripley,PUMA,40,No,Ripley,2000398177993,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000398178044/full_image-2000398178044,Si,2026-07-02T11:12:11
59990,s/info,35990,ZAPATILLAS HOMBRE PUMA URBANA GRAFITO SHUFF DOWNTO SD,https://simple.ripley.cl/zapatillas-hombre-puma-urbana-grafito-shuff-downto-sd-2000409649174,2026-07-02,Ripley,PUMA,40,No,Ripley,2000409649174,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000409649181/full_image-2000409649181,Si,2026-07-02T11:12:11
